SUBDIVISION,YEAR,Jan-Feb,Mar-May,June-September,Oct-Dec,ANNUAL
Coastal Andhra Pradesh,2004,35.4,109.3,571.6,157.5,873.8
Coastal Andhra Pradesh,2005,21.6,98,743.6,358.4,1221.6
Coastal Andhra Pradesh,2006,0,156.3,762.6,240.7,1159.6
Coastal Andhra Pradesh,2007,5.1,21.6,892.6,180.1,1099.4
Coastal Andhra Pradesh,2008,64.8,147.2,771.3,124.2,1107.5
Coastal Andhra Pradesh,2009,0,65.1,528.9,196.5,790.5
Coastal Andhra Pradesh,2010,24.1,181.2,954.1,553.1,1712.5
Coastal Andhra Pradesh,2011,17.9,131.1,628.3,84.5,861.8
Coastal Andhra Pradesh,2012,37.6,66,785,429.7,1318.3
Coastal Andhra Pradesh,2013,31.6,76.4,545,467.4,1120.4
Coastal Andhra Pradesh,2014,1.6,128,519.8,225.7,875.1
Coastal Andhra Pradesh,2015,2.6,71.9,793.6,142.9,1011
Coastal Andhra Pradesh,2016,2.5,127.4,669.4,109.7,909
Coastal Andhra Pradesh,2017,1,52,668.8,170.9,892.7
Telangana,1901,48.7,75,616.3,87.7,827.7
Telangana,1902,0,18.2,532,80.2,630.4
Telangana,1903,17.5,50.6,1043,172.4,1283.5
Telangana,1904,0,26.3,456,44.4,526.7
Telangana,1905,4.3,72.6,628.3,19.6,724.8
Telangana,1906,23.7,16.5,744.9,70.2,855.3
Telangana,1907,4.3,72.3,758.1,8.9,843.6
Telangana,1908,38.2,12,931.8,0.8,982.8
Telangana,1909,6.4,29.1,729.2,4.8,769.5
Telangana,1910,0,29.2,799.9,146.7,975.8
Telangana,1911,0,16.4,606.7,38.9,662
Telangana,1912,37.5,27,638.1,41.2,743.8
Telangana,1913,13.4,42.6,631.2,44.9,732.1
Telangana,1914,0,76.8,978.1,28.5,1083.4
Telangana,1915,24,123.3,729,145.7,1022
Telangana,1916,4.1,32,878.4,248.2,1162.7
Telangana,1917,65.5,119.8,907.3,113.3,1205.9
Telangana,1918,20.2,96.4,390.4,47.8,554.8
Telangana,1919,44.7,89.9,543.4,216.5,894.5
Telangana,1920,7.4,57.5,347,24.9,436.8
Telangana,1921,7.1,11,899.4,85.9,1003.4
Telangana,1922,55.3,56.7,582,73.7,767.7
Telangana,1923,8.3,52,681,45,786.3
Telangana,1924,37,43.8,695.9,167.7,944.4
Telangana,1925,0,147.6,821.6,198.7,1167.9
Telangana,1926,48.1,96.8,577.6,41,763.5
Telangana,1927,20.6,20.9,815.2,148.9,1005.6
Telangana,1928,15.8,79.7,799.3,111.5,1006.3
Telangana,1929,70.1,24.5,635.7,60.4,790.7
Telangana,1930,14.7,20.6,676.3,124.3,835.9
Telangana,1931,5.4,43.2,999.9,134.5,1183
Telangana,1932,40.3,44.7,772,92.9,949.9
Telangana,1933,30.3,104.1,1064.3,197.4,1396.1
Telangana,1934,0.1,19.6,851.1,57.2,928
Telangana,1935,19.6,46.3,786,46.6,898.5
Telangana,1936,81.6,97.4,818.2,159.7,1156.9
Telangana,1937,33.2,137.2,619.6,76,866
Telangana,1938,41.3,58.6,1016.3,59.2,1175.4
Telangana,1939,0,41.7,556.3,142.1,740.1
Telangana,1940,0.5,136.4,850.5,95.2,1082.6
Telangana,1941,19.9,27.1,496.7,50.7,594.4
Telangana,1942,23,62.8,794.8,26.4,907
Telangana,1943,15.8,63,755.3,65.3,899.4
Telangana,1944,13.7,103.4,688.7,154.6,960.4
Telangana,1945,4.3,50.2,874.1,98.9,1027.5
Telangana,1946,15.9,41.4,673.8,91.8,822.9
Telangana,1947,31.4,15.9,897,61.2,1005.5
Telangana,1948,8.3,40.1,718.6,148,915
Telangana,1949,0.5,84.1,859.2,94.8,1038.6
Telangana,1950,34.7,26,673.7,27,761.4
Telangana,1951,0,107.3,728.4,65.1,900.8
Telangana,1952,16.9,45.7,571.8,95.4,729.8
Telangana,1953,5.1,30.5,1058.9,177.5,1272
Telangana,1954,0,31.9,851.1,45.4,928.4
Telangana,1955,1,40.5,1040,121.7,1203.2
Telangana,1956,2.2,60.7,904.1,153.6,1120.6
Telangana,1957,7.7,75.7,824.2,75.6,983.2
Telangana,1958,7,48.8,967.3,90.7,1113.8
Telangana,1959,1.4,20.3,1128,74.5,1224.2
Telangana,1960,0.7,58.9,707.1,72.8,839.5
Telangana,1961,6.9,60.6,864.2,214.9,1146.6
Telangana,1962,25.3,69.4,908.7,135.3,1138.7
Telangana,1963,0.3,48.5,870.2,91.2,1010.2
Telangana,1964,0.2,8.3,830.1,48.9,887.5
Telangana,1965,3.5,13.9,761.3,0.1,778.8
Telangana,1966,19.8,13.2,831.9,106.1,971
Telangana,1967,0.3,72.3,810.6,58.9,942.1
Telangana,1968,31.5,58.5,559.9,98.6,748.5
Telangana,1969,2.2,64.3,833.9,146.7,1047.1
Telangana,1970,7.6,72.8,863,26.8,970.2
Telangana,1971,14.8,51,495.5,167.9,729.2
Telangana,1972,14.6,25,511.9,119.3,670.8
Telangana,1973,0,13.6,800.4,228.4,1042.4
Telangana,1974,0,41.7,520.9,267.6,830.2
Telangana,1975,23.4,32.5,949.2,210.6,1215.7
Telangana,1976,0.2,37.3,958.1,40.1,1035.7
Telangana,1977,0,52.7,661.4,94.4,808.5
Telangana,1978,49.8,49.5,1130.8,81.7,1311.8
Telangana,1979,32.6,62.5,634.1,62.5,791.7
Telangana,1980,0,29.1,869.8,23.6,922.5
Telangana,1981,10.3,78,1010.1,45.4,1143.8
Telangana,1982,5.7,63.5,747.9,116.1,933.2
Telangana,1983,4.2,44,1255.3,193.9,1497.4
Telangana,1984,15.4,19.6,614.3,93.3,742.6
Telangana,1985,5.7,33.8,636,110.3,785.8
Telangana,1986,89.7,32.5,822.8,62.3,1007.3
Telangana,1987,16.3,58.4,689.8,212.5,977
Telangana,1988,6.5,31.1,1447.1,60.1,1544.8
Telangana,1989,0,46,1087.6,27.4,1161
Telangana,1990,8.3,196,1028.5,192.7,1425.5
Telangana,1991,25.8,64.9,686.1,72.2,849
Telangana,1992,4.8,33.8,731.8,93.1,863.5
Telangana,1993,6.9,55.4,709.1,114.2,885.6
Telangana,1994,21.1,41.9,733.7,179.2,975.9
Telangana,1995,99.2,73.6,767.8,345.3,1285.9
Telangana,1996,7.9,49.4,836.1,93.4,986.8
Telangana,1997,23.5,84.9,565.8,181.7,855.9
Telangana,1998,27.4,58.6,913.2,93.9,1093.1
Telangana,1999,9.3,81.1,715.3,57.9,863.6
Telangana,2000,17.4,66.1,965.3,29.1,1077.9
Telangana,2001,8.5,66.3,694.4,153,922.2
Telangana,2002,28.9,47.3,609,80.1,765.3
Telangana,2003,10.7,43.8,794.5,114.3,963.3
Telangana,2004,52.3,69.8,509.1,35.9,667.1
Telangana,2005,57.5,58.1,888.6,158.8,1163
Telangana,2006,0,127.4,862.7,62.8,1052.9
Telangana,2007,0,9.4,780.1,53.8,843.3
Telangana,2008,18.8,129.2,854.8,32.5,1035.3
Telangana,2009,0,19.7,546.2,100.3,666.2
Telangana,2010,15.6,32,1080.4,148.5,1276.5
Telangana,2011,11.9,37.5,685.6,18.1,753.1
Telangana,2012,6.7,22.6,857,122.3,1008.6
Telangana,2013,31.4,33.1,1059.2,225,1348.7
Telangana,2014,3.1,141.9,560.3,41.1,746.4
Telangana,2015,17.5,132,690.1,17.6,857.2
Telangana,2016,1.4,70.9,899.8,71.3,1043.4
Telangana,2017,0,34.3,664.9,116.5,815.7
Rayalseema,1901,57.2,51,295.7,310.1,714
Rayalseema,1902,10.2,49.5,444.9,313.8,818.4
Rayalseema,1903,30.1,84.1,555.3,468.7,1138.2
Rayalseema,1904,14.8,67.6,219,132,433.4
Rayalseema,1905,13.3,79.5,372.8,237.6,703.2
Rayalseema,1906,122.5,18.5,496.8,274.9,912.7
Rayalseema,1907,1.1,97.6,283,258.7,640.4
Rayalseema,1908,10,51.4,369.3,186.5,617.2
Rayalseema,1909,89.2,147.6,591.4,42.5,870.7
Rayalseema,1910,2.7,47.1,597.9,353.5,1001.2
Rayalseema,1911,0,86.7,282.7,221.2,590.6
Rayalseema,1912,5.2,30.5,328,381.8,745.5
Rayalseema,1913,0.4,64.5,289.3,262.1,616.3
Rayalseema,1914,3.7,77.9,439.7,157.1,678.4
Rayalseema,1915,49.7,139.5,438.2,295.6,923
Rayalseema,1916,1.3,40.8,601.3,403.8,1047.2
Rayalseema,1917,40.1,75.6,506.6,310.8,933.1
Rayalseema,1918,63.3,90.1,253.9,238.8,646.1
Rayalseema,1919,24.8,88.5,494.9,282.3,890.5
Rayalseema,1920,80.7,39.4,308.3,246.4,674.8
Rayalseema,1921,43.2,49.8,416.6,234,743.6
Rayalseema,1922,36.9,64,233,436.3,770.2
Rayalseema,1923,31.5,59.3,291.4,133.6,515.8
Rayalseema,1924,9.8,50.9,417.7,205.9,684.3
Rayalseema,1925,0,150.1,361.1,354.3,865.5
Rayalseema,1926,57.3,80.9,411.1,133.2,682.5
Rayalseema,1927,4.8,31,434.2,212,682
Rayalseema,1928,40,56.9,344.5,269.8,711.2
Rayalseema,1929,21.3,66.7,314.6,294.1,696.7
Rayalseema,1930,49.5,185.5,314.1,446.4,995.5
Rayalseema,1931,0.2,64.9,362.3,291.7,719.1
Rayalseema,1932,17.2,62.9,338.3,217.4,635.8
Rayalseema,1933,1.7,71.9,336.3,268.3,678.2
Rayalseema,1934,21.5,52.5,307.4,230,611.4
Rayalseema,1935,9.1,42.2,512.3,218.7,782.3
Rayalseema,1936,32.1,73.7,362.2,227.6,695.6
Rayalseema,1937,9.5,125.6,334.8,305.5,775.4
Rayalseema,1938,6.7,61.4,572.2,34.2,674.5
Rayalseema,1939,17.4,101.4,337.2,342.2,798.2
Rayalseema,1940,0.4,160.3,390.1,353.8,904.6
Rayalseema,1941,12.9,45.8,291.3,303.3,653.3
Rayalseema,1942,0.7,43.3,324.8,168.1,536.9
Rayalseema,1943,23.8,266.8,333.9,412.2,1036.7
Rayalseema,1944,10.6,118,452.2,336.8,917.6
Rayalseema,1945,0,59.2,408.7,136.1,604
Rayalseema,1946,5.8,61.5,342.1,544.3,953.7
Rayalseema,1947,24.6,31.4,452,116.4,624.4
Rayalseema,1948,5.3,73.5,299.6,230.3,608.7
Rayalseema,1949,0,78.1,597.4,151.1,826.6
Rayalseema,1950,6.1,42.4,319.8,142.6,510.9
Rayalseema,1951,0.1,140.4,284,113.9,538.4
Rayalseema,1952,4.3,196.9,249.9,250.3,701.4
Rayalseema,1953,1.7,59,389.5,345.4,795.6
Rayalseema,1954,13.4,56.1,411.3,304.4,785.2
Rayalseema,1955,16.2,154.2,451.8,194.2,816.4
Rayalseema,1956,3.7,115.6,475.5,336,930.8
Rayalseema,1957,1.4,63.6,358.6,148.2,571.8
Rayalseema,1958,8.8,79.3,409.4,310.7,808.2
Rayalseema,1959,5.4,58.4,417.5,154.4,635.7
Rayalseema,1960,0.5,53.1,396.5,294.1,744.2
Rayalseema,1961,10.3,44.9,387.7,208.5,651.4
Rayalseema,1962,5.9,127.7,352.4,330.2,816.2
Rayalseema,1963,7.4,74.6,404.3,222.7,709
Rayalseema,1964,0,14,584.6,193,791.6
Rayalseema,1965,1.2,61.3,404,129.7,596.2
Rayalseema,1966,6.3,54.9,464.2,378.7,904.1
Rayalseema,1967,16.8,93.5,379.8,247.7,737.8
Rayalseema,1968,2.7,70.1,287.1,264.1,624
Rayalseema,1969,0,61.2,355.2,425.9,842.3
Rayalseema,1970,14.3,91.9,497.7,172.5,776.4
Rayalseema,1971,8.4,99.8,285,228,621.2
Rayalseema,1972,3.9,103,300.5,418.7,826.1
Rayalseema,1973,0,31.8,423.6,234,689.4
Rayalseema,1974,0,69.5,435.2,223.6,728.3
Rayalseema,1975,0.9,55.5,513.3,471.8,1041.5
Rayalseema,1976,0.9,26.3,444.5,345.3,817
Rayalseema,1977,0.8,95.1,377.5,393.1,866.5
Rayalseema,1978,9,64.1,481.2,314.8,869.1
Rayalseema,1979,22.6,103.6,356.9,330.4,813.5
Rayalseema,1980,0,37.6,311.2,224.8,573.6
Rayalseema,1981,7.9,70.2,487.3,219.9,785.3
Rayalseema,1982,0.9,49.2,287.1,258.2,595.4
Rayalseema,1983,1,63.2,630.3,248.5,943
Rayalseema,1984,87.5,50.9,339.9,254.7,733
Rayalseema,1985,17.7,29.8,336.5,301.9,685.9
Rayalseema,1986,83.3,26.2,276.2,195.2,580.9
Rayalseema,1987,5.1,48.5,328.2,387.6,769.4
Rayalseema,1988,1,99.9,606.5,134.8,842.2
Rayalseema,1989,0,51.6,469,173,693.6
Rayalseema,1990,7.6,163.8,396,363.3,930.7
Rayalseema,1991,11.5,64.9,468.9,422.3,967.6
Rayalseema,1992,7.7,58.6,293.2,236.6,596.1
Rayalseema,1993,6.7,77.6,403.1,399.5,886.9
Rayalseema,1994,18.5,71,271.7,329.3,690.5
Rayalseema,1995,32.9,159.6,501.6,180.2,874.3
Rayalseema,1996,0.9,71.9,736.8,468.1,1277.7
Rayalseema,1997,17.9,86.7,402.6,327.9,835.1
Rayalseema,1998,3.3,66,546,332.6,947.9
Rayalseema,1999,5.9,80.4,268.9,182,537.2
Rayalseema,2000,34.3,96.1,531.8,209.1,871.3
Rayalseema,2001,7.7,99.2,385.4,432.3,924.6
Rayalseema,2002,28.8,80.2,281.7,224.6,615.3
Rayalseema,2003,1.3,45.2,482.1,196.8,725.4
Rayalseema,2004,14.5,197.7,339.5,190,741.7
Rayalseema,2005,14.9,101.6,418.6,531.3,1066.4
Rayalseema,2006,0.2,105.2,345.7,187,638.1
Rayalseema,2007,0.5,21.2,664.9,294,980.6
Rayalseema,2008,25.1,109.1,339.7,324,797.9
Rayalseema,2009,0.5,61.1,386.4,240.3,688.3
Rayalseema,2010,5.5,79,573.8,305.2,963.5
Rayalseema,2011,12.9,67.6,408.2,249.5,738.2
Rayalseema,2012,2.7,74,376.2,262.2,715.1
Rayalseema,2013,31.9,77.2,443,210.5,762.6
Rayalseema,2014,0.9,64.3,331.5,155.2,551.9
Rayalseema,2015,1.9,126.5,376,542.7,1047.1
Rayalseema,2016,7.9,81.7,391.9,73.9,555.4
Rayalseema,2017,3.9,61.5,507.3,261.8,834.5
Tamil Nadu,1901,63.6,131.7,350.1,415,960.4
Tamil Nadu,1902,77,131.7,306.8,622.9,1138.4
Tamil Nadu,1903,27.1,148.4,456.5,531.8,1163.8
Tamil Nadu,1904,35.3,142.1,250,235.9,663.3
Tamil Nadu,1905,14,165.7,264.1,377.3,821.1
Tamil Nadu,1906,65.3,65.1,380.1,479.6,990.1
Tamil Nadu,1907,9.6,160.5,291.9,423.6,885.6
Tamil Nadu,1908,53.7,119.8,274.3,317.2,765
Tamil Nadu,1909,127.7,193.7,379.6,253.5,954.5
Tamil Nadu,1910,30.4,93.9,394,425.3,943.6
Tamil Nadu,1911,3.9,108.9,270.4,431.9,815.1
Tamil Nadu,1912,8.7,85.6,282.4,527.4,904.1
Tamil Nadu,1913,6.1,92.2,275.5,505.2,879
Tamil Nadu,1914,7.6,97.3,306.1,542.3,953.3
Tamil Nadu,1915,53.2,133,400,402.4,988.6
Tamil Nadu,1916,3.3,83.4,423.3,387.5,897.5
Tamil Nadu,1917,53.4,121.7,436.7,336.5,948.3
Tamil Nadu,1918,86.3,117.6,182.6,485.3,871.8
Tamil Nadu,1919,23.7,129.7,352,523.2,1028.6
Tamil Nadu,1920,139,130.6,315.7,569,1154.3
Tamil Nadu,1921,141.2,113.5,356.1,368.5,979.3
Tamil Nadu,1922,60,137.5,256.6,626.2,1080.3
Tamil Nadu,1923,138.5,107.5,213.8,374.3,834.1
Tamil Nadu,1924,30.4,136.9,426.7,301.2,895.2
Tamil Nadu,1925,22.2,172.3,258.3,560.7,1013.5
Tamil Nadu,1926,90.2,125.5,303.2,296.8,815.7
Tamil Nadu,1927,39.6,141.6,357.8,291,830
Tamil Nadu,1928,75.9,131.9,271.5,491.6,970.9
Tamil Nadu,1929,49.6,167.4,317.9,442.8,977.7
Tamil Nadu,1930,113.9,221.5,268.7,671.3,1275.4
Tamil Nadu,1931,22.7,113.1,304.5,599.5,1039.8
Tamil Nadu,1932,32.6,179.8,324.6,572.8,1109.8
Tamil Nadu,1933,7.7,199,372,432.2,1010.9
Tamil Nadu,1934,99.9,95.8,225.5,418.5,839.7
Tamil Nadu,1935,40,96.9,330.6,426.3,893.8
Tamil Nadu,1936,53,165.4,323.2,402.9,944.5
Tamil Nadu,1937,27.4,182.7,317.2,492.7,1020
Tamil Nadu,1938,53.3,133.6,417.5,178.6,783
Tamil Nadu,1939,36.1,218.1,283,518.6,1055.8
Tamil Nadu,1940,1.6,226.9,334.8,615.2,1178.5
Tamil Nadu,1941,36.1,130.9,367.8,472,1006.8
Tamil Nadu,1942,1.1,145.9,338.9,361.4,847.3
Tamil Nadu,1943,130.5,287.3,298.4,471.2,1187.4
Tamil Nadu,1944,53,162.3,403.8,608.5,1227.6
Tamil Nadu,1945,10.1,117.9,265.8,390.2,784
Tamil Nadu,1946,20.8,168.5,344.6,760.2,1294.1
Tamil Nadu,1947,74.3,188.1,420.6,256.4,939.4
Tamil Nadu,1948,61.6,118.4,318.4,408.2,906.6
Tamil Nadu,1949,11.6,161.1,419.7,248.1,840.5
Tamil Nadu,1950,70.4,83.1,298.1,295.9,747.5
Tamil Nadu,1951,12.5,224.9,322.5,295.1,855
Tamil Nadu,1952,61.4,97.1,219.1,338.6,716.2
Tamil Nadu,1953,28.8,148.4,396.6,394.2,968
Tamil Nadu,1954,80.2,190.3,335.2,410.6,1016.3
Tamil Nadu,1955,37,245,337.5,441.1,1060.6
Tamil Nadu,1956,23.4,70.4,369.6,526.4,989.8
Tamil Nadu,1957,11.5,111,263.7,480.8,867
Tamil Nadu,1958,18.1,191.3,308,335.1,852.5
Tamil Nadu,1959,38.5,119.7,305.3,430.8,894.3
Tamil Nadu,1960,15.4,141.9,346.7,509.8,1013.8
Tamil Nadu,1961,88.7,98,405.8,318.3,910.8
Tamil Nadu,1962,33.6,176.1,346,385.9,941.6
Tamil Nadu,1963,81,140.7,346.7,504.3,1072.7
Tamil Nadu,1964,2.8,83.7,399.1,425,910.6
Tamil Nadu,1965,9,114.8,351.4,446.5,921.7
Tamil Nadu,1966,17.6,97.1,437.5,614.7,1166.9
Tamil Nadu,1967,29.9,107.3,295.9,466.1,899.2
Tamil Nadu,1968,10.2,169.3,304.3,305.6,789.4
Tamil Nadu,1969,8.7,92.6,267.8,592.7,961.8
Tamil Nadu,1970,33.9,156.4,341.4,410.3,942
Tamil Nadu,1971,30.4,154.1,370.9,492.2,1047.6
Tamil Nadu,1972,5.2,166.1,322.3,599.7,1093.3
Tamil Nadu,1973,0.5,83,373.8,401.4,858.7
Tamil Nadu,1974,9.5,96.6,361.9,184.8,652.8
Tamil Nadu,1975,10.3,136.4,445,332,923.7
Tamil Nadu,1976,1.4,92.3,326.2,439.1,859
Tamil Nadu,1977,26.2,160,352.9,706.9,1246
Tamil Nadu,1978,12.6,102,300.2,584.1,998.9
Tamil Nadu,1979,44.2,62.9,398.7,597.5,1103.3
Tamil Nadu,1980,0.1,130.5,243.1,335.5,709.2
Tamil Nadu,1981,10.2,132.6,466.3,436.9,1046
Tamil Nadu,1982,0.3,92.6,240.2,345.7,678.8
Tamil Nadu,1983,0.4,94.3,437.4,475.8,1007.9
Tamil Nadu,1984,165.8,168.7,382.4,306.8,1023.7
Tamil Nadu,1985,94.9,89.2,481.3,398,1063.4
Tamil Nadu,1986,104.5,99.7,387.8,361,953
Tamil Nadu,1987,9.2,99.2,306.4,548.6,963.4
Tamil Nadu,1988,4,181.1,429.6,222.5,837.2
Tamil Nadu,1989,2.7,122.3,389.3,342.4,856.7
Tamil Nadu,1990,95,155.4,268.6,384.2,903.2
Tamil Nadu,1991,28.8,76.6,368.5,480.9,954.8
Tamil Nadu,1992,3.3,80.8,361.5,473.2,918.8
Tamil Nadu,1993,7.1,67.7,314,693.5,1082.3
Tamil Nadu,1994,34.6,120.4,264.2,486.7,905.9
Tamil Nadu,1995,27.1,195.2,366.4,254.7,843.4
Tamil Nadu,1996,11.2,130.5,434.3,493.3,1069.3
Tamil Nadu,1997,7.9,93.5,286.3,562.8,950.5
Tamil Nadu,1998,12.6,83.5,419.6,564.1,1079.8
Tamil Nadu,1999,32.4,135.3,249.6,505.3,922.6
Tamil Nadu,2000,104.8,105.7,403.9,357.8,972.2
Tamil Nadu,2001,32.7,151.8,149.6,149.4,483.5
Tamil Nadu,2002,25,45.7,94.2,153.1,318
Tamil Nadu,2003,4.4,54.9,136.6,152.6,348.5
Tamil Nadu,2004,3.5,120.3,413.2,500.6,1037.6
Tamil Nadu,2005,15.2,233,334.8,782.4,1365.4
Tamil Nadu,2006,15.5,150.2,280.5,481.6,927.8
Tamil Nadu,2007,14.7,104.7,399.7,548,1067.1
Tamil Nadu,2008,40.8,249.9,321.4,591.3,1203.4
Tamil Nadu,2009,7.9,157.2,280.4,483,928.5
Tamil Nadu,2010,12,116.7,365.4,601.2,1095.3
Tamil Nadu,2011,15.5,132.9,306.4,471.9,926.7
Tamil Nadu,2012,3.1,79.9,259.5,293.7,636.2
Tamil Nadu,2013,34.8,92.3,321.5,293.4,742
Tamil Nadu,2014,13.5,155.5,315,429,913
Tamil Nadu,2015,10.6,242.9,285.9,665.2,1204.6
Tamil Nadu,2016,3.3,111.9,253.9,166.1,535.2
Tamil Nadu,2017,38.4,126.2,414.6,393.8,973
Coastal Karnataka,1901,2.4,144.7,2666.5,243.2,3056.8
Coastal Karnataka,1902,3.5,69.7,3262.6,363.4,3699.2
Coastal Karnataka,1903,0.7,206.9,2840.2,269.6,3317.4
Coastal Karnataka,1904,2.4,121.7,2889.1,127.9,3141.1
Coastal Karnataka,1905,0.2,89.5,2304.4,258.3,2652.4
Coastal Karnataka,1906,23,30.3,2575.3,207.4,2836
Coastal Karnataka,1907,7,113,3261.9,153.3,3535.2
Coastal Karnataka,1908,3.1,85,3508.1,59.3,3655.5
Coastal Karnataka,1909,5,210.1,2838.1,119.8,3173
Coastal Karnataka,1910,0,51.4,2724.6,244.8,3020.8
Coastal Karnataka,1911,0,74.2,2228.2,219.9,2522.3
Coastal Karnataka,1912,1.1,94.5,2999.1,301.4,3396.1
Coastal Karnataka,1913,0.4,85.3,2406.2,344.3,2836.2
Coastal Karnataka,1914,0,44.1,3563.5,265.2,3872.8
Coastal Karnataka,1915,2.4,126,2251.1,269.4,2648.9
Coastal Karnataka,1916,0,114.2,2889.7,463.9,3467.8
Coastal Karnataka,1917,29.8,69.9,2939.9,384.4,3424
Coastal Karnataka,1918,3.7,714.8,1544.7,247.7,2510.9
Coastal Karnataka,1919,0,76.8,2471.8,369.5,2918.1
Coastal Karnataka,1920,2.1,102,2519,166.1,2789.2
Coastal Karnataka,1921,13,84.5,2740,169.9,3007.4
Coastal Karnataka,1922,9.6,168.2,2975.6,179.2,3332.6
Coastal Karnataka,1923,1,94.8,3528.5,56.8,3681.1
Coastal Karnataka,1924,0,108,3290.4,130.4,3528.8
Coastal Karnataka,1925,0,214.5,3108.8,258.1,3581.4
Coastal Karnataka,1926,14.3,22.7,2771.7,147.7,2956.4
Coastal Karnataka,1927,0,102.2,2852.3,261.8,3216.3
Coastal Karnataka,1928,29.4,75.1,2897.4,337.7,3339.6
Coastal Karnataka,1929,2.1,222.8,3095,343.5,3663.4
Coastal Karnataka,1930,1.4,190.8,2439.7,280.9,2912.8
Coastal Karnataka,1931,0,120.9,3374.9,346.7,3842.5
Coastal Karnataka,1932,0,280.8,2661,481.6,3423.4
Coastal Karnataka,1933,0.1,426.3,3342.3,370.7,4139.4
Coastal Karnataka,1934,8,41.4,2785.5,176.9,3011.8
Coastal Karnataka,1935,2,37.2,2580.1,266.8,2886.1
Coastal Karnataka,1936,0.9,176.7,2815.1,332.1,3324.8
Coastal Karnataka,1937,0,146.1,2912.3,255.8,3314.2
Coastal Karnataka,1938,0,197,2779.4,174.5,3150.9
Coastal Karnataka,1939,0,49.7,2388.3,306.2,2744.2
Coastal Karnataka,1940,0.1,158.1,3217.3,348.5,3724
Coastal Karnataka,1941,5.3,84.1,2246,179.7,2515.1
Coastal Karnataka,1942,1.7,150,3172.9,178.2,3502.8
Coastal Karnataka,1943,24.1,463.6,2712.2,377.2,3577.1
Coastal Karnataka,1944,0.7,128,2494.6,361.3,2984.6
Coastal Karnataka,1945,2.6,44.2,2908.7,123.9,3079.4
Coastal Karnataka,1946,1.5,126.4,3546.3,367.2,4041.4
Coastal Karnataka,1947,10.9,77.8,3167.5,82.1,3338.3
Coastal Karnataka,1948,16.5,130.1,3226.2,253.8,3626.6
Coastal Karnataka,1949,3.3,306.3,2872.1,180.8,3362.5
Coastal Karnataka,1950,1,93.4,3480.9,190.8,3766.1
Coastal Karnataka,1951,0,127,2733.6,263.7,3124.3
Coastal Karnataka,1952,0.5,120.2,2414.8,361.1,2896.6
Coastal Karnataka,1953,0.3,56.8,3089.9,316.3,3463.3
Coastal Karnataka,1954,0.5,172.5,3502.3,146.3,3821.6
Coastal Karnataka,1955,0.3,394.9,2762.4,394.9,3552.5
Coastal Karnataka,1956,0.8,492.1,2944.4,419.1,3856.4
Coastal Karnataka,1957,0,178,2658.8,338,3174.8
Coastal Karnataka,1958,0.6,233.1,3287.8,166,3687.5
Coastal Karnataka,1959,0,234.8,3947.1,149,4330.9
Coastal Karnataka,1960,0,442.9,2804.8,256.6,3504.3
Coastal Karnataka,1961,0,683.6,4537,333.3,5553.9
Coastal Karnataka,1962,3.6,391.1,3207.7,415.2,4017.6
Coastal Karnataka,1963,1.8,153.1,2764.7,251.9,3171.5
Coastal Karnataka,1964,0,31.8,2837.7,270.9,3140.4
Coastal Karnataka,1965,2.5,49.4,2574.3,205,2831.2
Coastal Karnataka,1966,3.7,208.6,2278.2,486.2,2976.7
Coastal Karnataka,1967,2,105.3,2937.7,136.7,3181.7
Coastal Karnataka,1968,2,69.2,3138.3,251.6,3461.1
Coastal Karnataka,1969,0,95.9,2989.6,257.4,3342.9
Coastal Karnataka,1970,0,293.3,3562.1,186.5,4041.9
Coastal Karnataka,1971,0.1,292.2,2878.4,64.7,3235.4
Coastal Karnataka,1972,0.5,170.6,2439.8,246.1,2857
Coastal Karnataka,1973,0,98.3,2842,185.7,3126
Coastal Karnataka,1974,0,199.4,3044.1,190,3433.5
Coastal Karnataka,1975,0.3,118,3919,262.7,4300
Coastal Karnataka,1976,0,64.2,2670.6,199.2,2934
Coastal Karnataka,1977,1.9,144.1,2853.6,379.3,3378.9
Coastal Karnataka,1978,0.8,263.4,3387.2,211.6,3863
Coastal Karnataka,1979,1,24.1,2556,242.4,2823.5
Coastal Karnataka,1980,0,136.5,3455.2,170.4,3762.1
Coastal Karnataka,1981,0.7,77,3591.1,179.8,3848.6
Coastal Karnataka,1982,0.3,91,3798.2,201.2,4090.7
Coastal Karnataka,1983,0,24.4,3701.3,216.4,3942.1
Coastal Karnataka,1984,10.3,104.9,3004.7,239.2,3359.1
Coastal Karnataka,1985,5.3,91.4,2621.3,297.8,3015.8
Coastal Karnataka,1986,0.4,31.9,2685,217.2,2934.5
Coastal Karnataka,1987,0,65.4,2329,321.8,2716.2
Coastal Karnataka,1988,0.2,60.4,3269.6,136.4,3466.6
Coastal Karnataka,1989,0,84.4,2960.9,170.3,3215.6
Coastal Karnataka,1990,1.7,348.5,3460.2,310.1,4120.5
Coastal Karnataka,1991,0.1,143.9,3417.6,158.1,3719.7
Coastal Karnataka,1992,0,94.2,3412.5,375.4,3882.1
Coastal Karnataka,1993,0.1,96.7,2944.8,439.7,3481.3
Coastal Karnataka,1994,3.5,123.3,4144.4,365.1,4636.3
Coastal Karnataka,1995,3.7,159.6,2945.1,249.4,3357.8
Coastal Karnataka,1996,0.3,46.9,2816.8,324.8,3188.8
